County,City,Date,Topic ,Guessed Participants,Actual Participants 
Berlin,Berlin,2021-08-03,"""21-jährige Studentin Azra Gülendam Haytaoglu, die seit 5 Tagen verschwunden war, wurde am 2.8.21 ermordet aufgefunden. Sein Mörder hat sie sexuell missbraucht, gefoltert und brutal ermordet.""",30,25
Berlin,Berlin,2021-08-03,"""Kundgebung Genozid an Eziden 3.8.2014""",300,20
Berlin,Berlin,2021-08-03,"""Wir pfeifen auf Stuttgart 21"" (vom 06.07. bis 28.09.2021 - jeweils Di.)",5,
Berlin,Berlin,2021-08-04,"""Mahnwache gegen andauernde Bombardierung in Syrien Edlib und Daraa"" (vom 01.08. bis 10.08.2021 - täglich)",20,1
Berlin,Berlin,2021-08-04,"""PKK gib mir meine Tochter zurück"" (vom 07.07.2021 bis 06.07.2022 - jeweils Mi.)",15,
Berlin,Berlin,2021-08-04,"""Stoppt die Verfolgung von FALUN DAFA / FALUN-GONG Praktizierenden in China. Beendet die Diktatur der Kommunistischen Partei."" (vom 02.01. bis 31.12.2021 - jeweils Mo.,Di.,Mi.,Do.,Fr.,Sa.,So.)",10,3
Berlin,Berlin,2021-08-04,"""Gedenken an die Ermordung eines mexikanischen Aktivisten""",30,40
Berlin,Berlin,2021-08-04,"""Für Demokratie und gegen Korruption""",50,50
Berlin,Berlin,2021-08-04,"""Unser Miteinander braucht eine neue BASIS""",15,6
Berlin,Berlin,2021-08-04,"""Gegen das Lagersystem und Rassismus - Abschlusskundgebung für die Bustour der Women-in-Exile 2021""",100,30
Berlin,Berlin,2021-08-04,"""Werte unserer Verfassung, wo sind sie geblieben?"" (vom 02.08. bis 09.08.2021,Mo.,Di.,Mi.,Sa.)",60,35
Berlin,Berlin,2021-08-04,"""Wöchentliche #gibuns5 Kundgebung"" (vom 21.10.2020 bis 25.08.2021 - jeweils Mi.)",50,30
Berlin,Berlin,2021-08-04,"""Die große Umverteilung im Fahrwasser der Pandemie""",20,2
Berlin,Berlin,2021-08-04,"""Merkel muss weg Mittwoch"" (vom 07.07. bis 29.09.2021 - jeweils Mi.)",15,12
Berlin,Berlin,2021-08-04,"""Antikriegsmahnwache - Kein Krieg und keine Kriegshetze gegen Russland! NAT-Hände weg von der Ukraine und anderen Ländern, die in ihrem Fadenkreuz stehen!"" (vom 23.06. bis 29.09.2021 - jeweils Mi.)",15,10
Berlin,Berlin,2021-08-04,"""Video-Aktion zur Aufklärung über die Tierindustrie"" (vom 04.08. bis 25.08.2021 - jeweils Mi.)",30,30
Berlin,Berlin,2021-08-05,"""Mahnwache gegen andauernde Bombardierung in Syrien Edlib und Daraa"" (vom 01.08. bis 10.08.2021 - täglich)",20,17
Berlin,Berlin,2021-08-05,"""Stoppt die Verfolgung von FALUN DAFA / FALUN-GONG Praktizierenden in China. Beendet die Diktatur der Kommunistischen Partei."" (vom 02.01. bis 31.12.2021 - jeweils Mo.,Di.,Mi.,Do.,Fr.,Sa.,So.)",10,2
Berlin,Berlin,2021-08-05,"""Direkte Demokratie - Volksabstimmung""",30,22
Berlin,Berlin,2021-08-05,"""Protest gegen die Ernennung des neuen Mullah- Präsidenten Ebrahim Raisi im Iran""",50,50
Berlin,Berlin,2021-08-05,"""Gegen die Christenverfolgung und andere Menschenrechtsverletzungen in Nordkorea …"" (vom 24.06. bis 30.09.2021 - jeweils )",15,12
Berlin,Berlin,2021-08-05,"""Menschenrechte in Kashmir""",50,50
Berlin,Berlin,2021-08-05,"""Übergabe von Unterschriften an die Senatsinnenverwaltung""",50,35
Berlin,Berlin,2021-08-05,"""Friedliche und freundliche Unterstützung des Nachbarschaftsdialogs. Entgegenwirken von Spaltung und Diskriminierung jeder Art, durch Förderung von friedlicher Kommunikation miteinander, Gleichberechtigung und fundiertem Verständnis für alle Mitmenschen."" (vom 08.04. bis 28.10.2021 - jeweils Do.)",19,
Berlin,Berlin,2021-08-05,"""Erinnerungen an Opfer des Stalinismus""",20,12
Berlin,Berlin,2021-08-05,„Bürger sagen ihre Meinung zu Corona-Maßnahmen“,20,14
Berlin,Berlin,2021-08-05,"""PCR-Test erst validieren bevor er rechtlich wirksam wird""",10,5
Berlin,Berlin,2021-08-05,"""Freiheit für Julian Assange! Pressefreiheit. Meinungsfreiheit. Grundlage von Demokratie und Frieden.""",40,25
Berlin,Berlin,2021-08-05,"""Solidarität mit Menschen auf der Flucht entlang der Balkanroute, für globale Bewegungsfreiheit und gegen das europäische Grenzregime""",200,120
Berlin,Berlin,2021-08-05,"""Gedenkveranstaltung"" (vom 05.08. bis 06.08.2021,Do.,Fr.)",30,80
Berlin,Berlin,2021-08-06,"""Mahnwache gegen andauernde Bombardierung in Syrien Edlib und Daraa"" (vom 01.08. bis 10.08.2021 - täglich)",20,7
Berlin,Berlin,2021-08-06,"""Klimamahnwache; Fridays for Future"" (vom 06.08. bis 29.10.2021 - jeweils Fr.)",12,5
Berlin,Berlin,2021-08-06,"""Nodoption - Elternschaft anerkennen""",50,15
Berlin,Berlin,2021-08-06,"""Stoppt die Verfolgung von FALUN DAFA / FALUN-GONG Praktizierenden in China. Beendet die Diktatur der Kommunistischen Partei."" (vom 02.01. bis 31.12.2021 - jeweils Mo.,Di.,Mi.,Do.,Fr.,Sa.,So.)",10,6
Berlin,Berlin,2021-08-06,"""Förderung der Basisdemokratie""",5,3
Berlin,Berlin,2021-08-06,"""Fridays for Future Berlin - Nach dem Motto ""Wir sind hier, weil ihr es nicht seid!"" wollen wir, besonders in Hinblick auf die anstehenden Bundestagswahlen, an die Bundesregierung appellieren endlich eine Paris konforme Klimagerechtigkeitspolitik einzuläuten!""",100,100
Berlin,Berlin,2021-08-06,"""Klimaschutz""",100,30
Berlin,Berlin,2021-08-06,"""Anvisierter Einzug in den Bundestag zur Bundestagswahl für eine ehrlichere, korruptionsfreie ÖDP Politik zum Allgemeinwohl, Klimaschutz und einer konsequenteren Klimaschutzpolitik anläßlich einer Marathonradtour von München kommend (900km) nach Berlin""",40,30
Berlin,Berlin,2021-08-06,"""Mahnwache und Gebet von Christen aus ganz Deutschland aufgrund jüngster antisemitischer Ausschreitungen mit Aufruf zu Terror und Mord auf deutschen Boden""",25,10
Berlin,Berlin,2021-08-06,"""Faire Mieten für die Blaczko-Mieter:innen! Stoppt die Einschüchterungsversuche gegen Mieter:innen!""",5,5
Berlin,Berlin,2021-08-06,"""Mahnwache wegen Polizeigewalt und ermordeten Demonstranten am 1. August""",40,
Berlin,Berlin,2021-08-06,"""PCR-Test erst validieren bevor er rechtlich wirksam wird""",10,4
Berlin,Berlin,2021-08-06,"""Mahnwache gegen rechtsextremistische Tendenzen in Politik und Gesellschaft"" (vom 02.07. bis 03.12.2021 - jeden 1. Freitag im Monat)",20,
Berlin,Berlin,2021-08-06,"""Wir gedenken zusammen der mit dem UN-Sonderbeauftragter Herrn Nils Melzer den Opfern von Gewalt im Zusammenhang mit Demonstrationen - ….""",5,
Berlin,Berlin,2021-08-06,"""Klima-Mahnwache""",15,10
Berlin,Berlin,2021-08-06,"""Kunst für ein Europa der Vielfalt und Einheit""",20,5
Berlin,Berlin,2021-08-06,"""Gedenkveranstaltung 76 Jahrestag des Atombombenabwurfes auf die japanischen Städte Hiroshima und Nagasaki"" (vom 05.08. bis 06.08.2021,Do.,Fr.)",150,150
Berlin,Berlin,2021-08-06,"""Die Unterstützung der friedlichen Proteste im Iran für Menschenrechte, Demokratie und Freiheit""",50,50
Berlin,Berlin,2021-08-06,"""Am 27. Sept. 2020 griff Aserbaidschan mit Hilfe der Türkei die de facto Republik Arzach (Bergkarabach) an. Der 44-tägige Drohnenkrieg ist mit einer Waffenstillstandsvereinbarung am 10.11.20 beendet worden. Einer der zentralen Punkte dieser Vereinbarung war die Freilassung der Kriegsgefangenen auf beiden Seiten. Während die armenische Seite alle aserbaidschanischen Kriegsgefangenen frei ließ, hält Aserbaidschan bis heute, mehr als sechs Monate nach Kriegsende, über 300 armenische Kriegsgefangene fest. Auch werden noch gelegentlich armenische Zivilisten in Bergkarabach entführt und als Geiseln gehalten.""",25,6
Berlin,Berlin,2021-08-06,"""7 Tage dialektisch denken für Deutschland""",3,
Berlin,Berlin,2021-08-06,"""Aufmerksamkeit zum Thema Verkehrswende mit Europäischen Vorbildern""",100,44
Berlin,Berlin,2021-08-06,"""Wir informieren die Bevölkerung über Daten und Fakten sowie Entwicklungen und Auswirkungen der CORONAMaßnahmen und decken Hintergründe im Zusammenhang mit dem Infektionsschutzgesetz auf. Wir protestieren gegen Maskenpflicht, Mindestabstand, Kontaktbeschränkungen, Reiseverbote, Berufsverbote, Ausgangssperren, Lockdowns, Testzwang und verdeckten Impfdruck in jegliche Art und Weise. Insbesondere Schutzbedürftige wie Kinder, Behinderte und Alte dürfen nicht beeinflusst werden. Wir stehen auf gegen die Arroganz und Ignoranz der Regierung der BRD. Wir verurteilen jede Gewalt und stehen auf dem Boden der freiheitlich-demokratischen Grundordnung. Wir fordern unverzüglich die bedingungslose Wiederherstellung aller Grundrechte.""",100,116
Berlin,Berlin,2021-08-06,"""Neuköllner Klimagipfel. Kundgebung für ein klimapositives Neukölln""",100,20
Berlin,Berlin,2021-08-06,"""Von der Krise zur Enteignung - ein Kiez kämpft für sein Krankenhaus""",50,
Berlin,Berlin,2021-08-06,"""Discobedience - Tanz gegen das Artensterben (Tanzgruppe von Extinction Rebellion).""",30,50
Berlin,Berlin,2021-08-07,"""Mahnwache gegen andauernde Bombardierung in Syrien Edlib und Daraa"" (vom 01.08. bis 10.08.2021 - täglich)",20,10
Berlin,Berlin,2021-08-07,"""Syndikat lebt! Kiezkultur bleibt erhalten!""",500,500
Berlin,Berlin,2021-08-07,"""Mahnwache: Verhältnismäßigkeit der Corona-Maßnahmen""",10,3
Berlin,Berlin,2021-08-07,"""Mahnwache für Toleranz und ein friedliches Miteinander""",20,
Berlin,Berlin,2021-08-07,"""Wir wollen unsere Meinung gegen Rassismus vertreten als Initiative Aufstehen gegen Rassismus und mit interessierten Mitmenschen ins Gespräch kommen.""",4,4
Berlin,Berlin,2021-08-07,"""Frieden, Freiheit, Demokratie - Kladower Schildbürger""",50,13
Berlin,Berlin,2021-08-07,"""Umweltpolitik - was hat Klimawandel mit den Umweltkatastrophen in West und Süddeutschland zu tun?""",20,3
Berlin,Berlin,2021-08-07,"""Neue Politik für Berlin, Du hast die Wahl""",4,4
Berlin,Berlin,2021-08-07,"""Bäume Bewässerungen gegen die Personalnot im Neuköllner Grünflächenamt""",10,
Berlin,Berlin,2021-08-07,"""Stoppt die Verfolgung von FALUN DAFA / FALUN-GONG Praktizierenden in China. Beendet die Diktatur der Kommunistischen Partei."" (vom 02.01. bis 31.12.2021 - jeweils Mo.,Di.,Mi.,Do.,Fr.,Sa.,So.)",10,2
Berlin,Berlin,2021-08-07,"""Sozialer Aufstieg/German Dream""",30,15
Berlin,Berlin,2021-08-07,"""Stoppt die Verfolgung von FALUN DAFA / FALUN-GONG Praktizierenden und anderen unschuldigen Menschen in China. Beendet die Diktatur der Kommunistischen Partei."" (vom 31.07. bis 27.11.2021 - jeweils Sa.)",20,15
Berlin,Berlin,2021-08-07,"""SOLIAKTION GEGEN TRANSPHOBIE Unterstuetzung der Red Comunitaria Trans Colombia""",250,50
Berlin,Berlin,2021-08-07,"""Straßentalkshow zum Wahlkampfstart von Deutsche Wohnen & Co. Enteignen""",50,
Berlin,Berlin,2021-08-07,"""Video-Aktion zur Aufklärung über die Tierindustrie"" (vom 07.08. bis 28.08.2021 - jeweils Sa.)",30,10
Berlin,Berlin,2021-08-07,"""Aktionstag gegen Feminizide""",50,
Berlin,Berlin,2021-08-07,"""Gegenprotest Die Partei ""die Basis"" will am Samstag in Kreuzberg und Mitte mit einem Schweigemarsch an den Teilnehmer der Querdenkendemo am 01.08. gedenken, der letzte Woche an einem Herzinfarkt verstorben ist. Gleichzeitig mobilisieren Rechtsextreme und NeoNazis für diese Demo und dagegen möchten wir ein klares Zeichen setzen. Denn für Hass, Hetze Falschinformation und Nazis ist in unseren Kiezen kein Platz!""",30,
Berlin,Berlin,2021-08-07,"""Ziel der Versammlung ist, gegen Rassismus und Transfeindlichkeit zu demonstrieren.""",500,500
Berlin,Berlin,2021-08-07,"""Reclaim your Kiez! Kein Raum für Rassismus in Treptow-Köpenick!""",250,
Berlin,Berlin,2021-08-07,"""Frieden ist die Basis - Gedenken an Sascha""",2000,
Berlin,Berlin,2021-08-07,"""Seenotrettung ist #unverhandelbar""",500,100
Berlin,Berlin,2021-08-07,"""Werte unserer Verfassung, wo sind sie geblieben?"" (vom 02.08. bis 09.08.2021,Mo.,Di.,Mi.,Sa.)",60,300
Berlin,Berlin,2021-08-07,"""Por la defensa de la Democracia y la Gobernabilidad en Peru- Für die Verteidigung der Demokratie und der Rechtsstaatlichkeit in Peru""",30,10
Berlin,Berlin,2021-08-07,"""Wir machen das Land und Neukölln gerecht!""",60,20
Berlin,Berlin,2021-08-07,"""7 Tage dialektisch denken für Deutschland""",3,3
Berlin,Berlin,2021-08-07,"""Plakatschlange Deluxe. Wir präsentieren der Stadt unser Wahlprogramm, das wir an unserem Körper tragen.""",50,70
Berlin,Berlin,2021-08-08,"""Mahnwache gegen andauernde Bombardierung in Syrien Edlib und Daraa"" (vom 01.08. bis 10.08.2021 - täglich)",20,
Berlin,Berlin,2021-08-08,"""Kirchlicher Dialog „Open Air“: In einer Zeit der gesellschaftlichen Spaltung und der existenziellen Krise vieler Menschen ein Zeichen setzen und Brücken bauen durch Reden, Dialog, Gesang und Lebensimpressionen.""",20,10
Berlin,Berlin,2021-08-08,"""Kiezkultur von unten - für eine solidarische Nachbarschaft""",150,240
Berlin,Berlin,2021-08-08,"""Stoppt die Verfolgung von FALUN DAFA / FALUN-GONG Praktizierenden in China. Beendet die Diktatur der Kommunistischen Partei."" (vom 02.01. bis 31.12.2021 - jeweils Mo.,Di.,Mi.,Do.,Fr.,Sa.,So.)",10,3
Berlin,Berlin,2021-08-08,"""Epidemische Lage nationaler Tragweite??? Grundrechte gelten immer und für alle: geimpft, getestet, genesen, gesund oder krank."" (vom 04.07. bis 03.10.2021 - jeweils So.)",20,6
Berlin,Berlin,2021-08-08,"""Hoffnung in Coronazeiten""",20,8
Berlin,Berlin,2021-08-08,"""Solidarität Kundgebung mit Rojava Revulution Solidarität mit Rojava Solidarität mit YPG -YPJ-PYD Gegen Krieg für Frieden-Freiheit und Demokratie Gegen die Besetzer in Syrien und Rojava Gegen Erdogan und Ihre Unterdrückung und Besatzung-Krieg Politik. Für ein demokratischer Leben""",400,200
Berlin,Berlin,2021-08-08,"""Protest gegen Myanmar Militärputsch""",75,100
Berlin,Berlin,2021-08-08,"""Die Okkupation´ -Besetzte Gebiete durch Russland""",50,10
Berlin,Berlin,2021-08-08,"""Ein Jahr seit Wahlbetrug in Belarus""",200,160
Berlin,Berlin,2021-08-08,"""Unterstützung der algerischen Revolution"" (vom 06.06. bis 26.12.2021 - jeweils So.)",20,15
Berlin,Berlin,2021-08-08,Mahnwache anlässlich der jüngsten LSBTI+feindlichen Übergriffe in Berlin,50,
Berlin,Berlin,2021-08-08,"""7 Tage dialektisch denken für Deutschland""",5,5
Berlin,Berlin,2021-08-08,"""Frieden, Freiheit, Demokratie-Analoger Meinungsaustausch-Offener Debattenraum""",50,15
Berlin,Berlin,2021-08-09,"""Mahnwache gegen andauernde Bombardierung in Syrien Edlib und Daraa"" (vom 01.08. bis 10.08.2021 - täglich)",20,8
Berlin,Berlin,2021-08-09,"""Gewässerschutz - Übergabe Forderungspapier zur WRRLUmsetzung in Berlin und Brandenburg an Mitglieder des Umweltausschusses""",20,22
Berlin,Berlin,2021-08-09,"""Politische Lage in Belarus (Weißrussland). Jahrestag die Präsidentenwahl.""",20,
Berlin,Berlin,2021-08-09,Politische Lage in Belarus (Weißrussland). Jahrestag die Präsidentwahl.,20,
Berlin,Berlin,2021-08-09,"""Stoppt die Verfolgung von FALUN DAFA / FALUN-GONG Praktizierenden in China. Beendet die Diktatur der Kommunistischen Partei."" (vom 02.01. bis 31.12.2021 - jeweils Mo.,Di.,Mi.,Do.,Fr.,Sa.,So.)",10,3
Berlin,Berlin,2021-08-09,"""Werte unserer Verfassung, wo sind sie geblieben?"" (vom 02.08. bis 09.08.2021,Mo.,Di.,Mi.,Sa.)",60,40
Berlin,Berlin,2021-08-09,"""09.08.2021 - Jahrestag der gefälschten Wahl in Belarus - Gedenken an die Opfer des Regimes""",100,20
Berlin,Berlin,2021-08-09,"""Keine Impf-Experimente an Kindern - Covid-Impfschäden zur Kenntnis nehmen""",2,
Berlin,Berlin,2021-08-09,"""Internationaler Tag der Indigenen Völker""",150,70
Berlin,Berlin,2021-08-09,"""Mahnwache zur Erinnerung an die Opfer des atomaren Super-Gau im japanischen Fukushima, für den weltweiten Frieden UND soziale Gerechtigkeit"" (vom 22.03. bis 13.09.2021 - jeweils Mo.)",20,5
Berlin,Berlin,2021-08-09,"""Antikriegsmahnwache"" (vom 05.07. bis 27.09.2021 - jeweils Mo.)",10,
Berlin,Berlin,2021-08-09,"""Mahnwache für Frieden und Menschenrechte"" (vom 12.07. bis 27.09.2021 - jeweils Mo.)",12,4
Berlin,Berlin,2021-08-09,"""Protest gegen Hartz 4"" (vom 01.02. bis 27.12.2021 - jeweils Mo.)",50,
Berlin,Berlin,2021-08-09,"""Mahnwache für: Es muss ein modernes Luftverkehrs-Konzept für Deutschland her! Das derzeitige Single-Airport-Konzept ist in ein Flughafen-System einzubinden, bei dem stadtnahe Kapazitäten konsequent reduziert bzw. verlagert werden. …"" (vom 02.08. bis 25.10.2021 - jeweils Mo.)",40,25
Berlin,Berlin,2021-08-10,"""Mahnwache gegen andauernde Bombardierung in Syrien Edlib und Daraa"" (vom 01.08. bis 10.08.2021 - täglich)",20,
Berlin,Berlin,2021-08-10,"""Stoppt die Verfolgung von FALUN DAFA / FALUN-GONG Praktizierenden in China. Beendet die Diktatur der Kommunistischen Partei."" (vom 02.01. bis 31.12.2021 - jeweils Mo.,Di.,Mi.,Do.,Fr.,Sa.,So.)",10,4
Berlin,Berlin,2021-08-10,"""Demo gegen grausame Tiertransporte""",25,10
Berlin,Berlin,2021-08-10,"""Diskussion zur Bundestagswahl""",10,5
Berlin,Berlin,2021-08-10,"""Demo gegen grausame Tiertransporte""",25,10
Berlin,Berlin,2021-08-10,"""Wahlkundgebung der Internationalistischen Liste -MLPD zu den Bundestagswahlen""",20,3
Berlin,Berlin,2021-08-10,"""Bürger mit Schildern sagen ihre Meinung zu Corona-Maßnahmen""",20,25
Berlin,Berlin,2021-08-10,"""Impfen ist Liebe - Biontech Ultra""",2,2
Berlin,Berlin,2021-08-10,""" Mahnwache : Friedhof IX - Rettet die Erbbegräbnisse ! Wiedererrichtung Sofort! Wir fordern die Restaurierung und Sanierung!"" (vom 27.07. bis 28.09.2021 - jeweils Di.)",20,
Berlin,Berlin,2021-08-10,"""Mahnwache gegen die andauernde Bombardierung durch Russland in Edlib und Daraa in Syrien"" (vom 10.08. bis 31.08.2021 - jeweils Mo.,Di.,Mi.,Do.,Fr.,Sa.,So.)",30,
Berlin,Berlin,2021-08-10,"""Wir pfeifen auf Stuttgart 21"" (vom 06.07. bis 28.09.2021 - jeweils Di.)",5,
Berlin,Berlin,2021-08-11,"""Mahnwache gegen die andauernde Bombardierung durch Russland in Edlib und Daraa in Syrien"" (vom 10.08. bis 31.08.2021 - jeweils Mo.,Di.,Mi.,Do.,Fr.,Sa.,So.)",30,2
Berlin,Berlin,2021-08-11,"""PKK gib mir meine Tochter zurück"" (vom 07.07.2021 bis 06.07.2022 - jeweils Mi.)",15,
Berlin,Berlin,2021-08-11,"""Das ""Wohnraumversorgungsgesetz zu Grabe tragen"". Eine Kundgebung zum Protest gegen die Berliner Mietenpolitik""",50,
Berlin,Berlin,2021-08-11,"""Stoppt die Verfolgung von FALUN DAFA / FALUN-GONG Praktizierenden in China. Beendet die Diktatur der Kommunistischen Partei."" (vom 02.01. bis 31.12.2021 - jeweils Mo.,Di.,Mi.,Do.,Fr.,Sa.,So.)",10,3
Berlin,Berlin,2021-08-11,"""Tarifauseinandersetzung bei der DB AG""",100,
Berlin,Berlin,2021-08-11,"""Tarifauseinandersetzung bei der DB AG""",100,350
Berlin,Berlin,2021-08-11,"""Wöchentliche #gibuns5 Kundgebung"" (vom 21.10.2020 bis 25.08.2021 - jeweils Mi.)",50,30
Berlin,Berlin,2021-08-11,"""Merkel muss weg Mittwoch"" (vom 07.07. bis 29.09.2021 - jeweils Mi.)",15,16
Berlin,Berlin,2021-08-11,"""Antikriegsmahnwache - Kein Krieg und keine Kriegshetze gegen Russland! NAT-Hände weg von der Ukraine und anderen Ländern, die in ihrem Fadenkreuz stehen!"" (vom 23.06. bis 29.09.2021 - jeweils Mi.)",15,5
Berlin,Berlin,2021-08-11,"""Video-Aktion zur Aufklärung über die Tierindustrie"" (vom 04.08. bis 25.08.2021 - jeweils Mi.)",30,
Berlin,Berlin,2021-08-11,"""Filmabend (Film ""Mietrebellen"") mit Küfa (Essensausgabe gegen Spende)""",50,
Berlin,Berlin,2021-08-12,"""Mahnwache gegen die andauernde Bombardierung durch Russland in Edlib und Daraa in Syrien"" (vom 10.08. bis 31.08.2021 - jeweils Mo.,Di.,Mi.,Do.,Fr.,Sa.,So.)",30,10
Berlin,Berlin,2021-08-12,"""Kundgebung gegen die Kriminalisierung von feministischen Protesten""",20,22
Berlin,Berlin,2021-08-12,"""Rettet die Mokka Milch Eis Bar""",30,17
Berlin,Berlin,2021-08-12,"""Schulbau in Berlin durch die Howoge: Alles nur Show Keine Unterschrift unter die teuren Privatisierungsverträge mit 37 Jahren Laufzeit, stattdessen den öffentlichen Schulbau fördern uns ausbauen!""",20,9
Berlin,Berlin,2021-08-12,"""Stoppt die Verfolgung von FALUN DAFA / FALUN-GONG Praktizierenden in China. Beendet die Diktatur der Kommunistischen Partei."" (vom 02.01. bis 31.12.2021 - jeweils Mo.,Di.,Mi.,Do.,Fr.,Sa.,So.)",10,3
