note,description,predicted label,score
196,Gorillas workers blocked their company's warehouse and demonstrated in berlin - friedrichshain-kreuzberg to complain about unpaid wages.,Conflict,0.9732969999313354
197,"43 people, members of alg, demonstrated and blocked traffic on several roads (a111, a100, a113) in berlin to call for climate protection. demonstrators said that a demonstrator was kicked to the head by police officers who pushed and shoved them. the victim suffered a broken collarbone and a mild concussion, and the police confirmed that one demonstrator was injured.",Climate Change,0.9305096864700317
198,Members of alg blocked traffic on the a100 highway in berlin to call for climate protection.,Climate Change,0.9818701148033142
199,"Around 2,500 teachers demonstrated in berlin - mitte (berlin), at dorothea-schlegel-platz, at the call of gew to call for smaller classes to relieve the teachers. they also wanted to enforce a collective agreement on health protection that regulates class sizes in a binding manner.",Conflict,0.8182039856910706
200,"Between 40 and 80 people demonstrated in berlin - mitte, in front of the ministry of finance, against the g7 summit happening in bavaria (munchen) and for climate protection. some glued themselves to the building.",Climate Change,0.9170017838478088
201,"Around 20 people, mostly alg members, demonstrated in berlin - mitte in front of the german chancellery to call for climate protection and against drilling. demonstrated smeared a wall of the federal chancellery with black liquid to symbolize the call to 'save oil instead of drilling'.",Climate Change,0.9767469763755798
202,"Dozens of people, including alg members, demonstrated in berlin to call for more climate protection. demonstrators called on the government to implement concrete solutions to tackle climate change. demonstrators glued themselves on the road and blocked several highway exits (a100, a111, a103) in western berlin. some passers-by who didn't want to be stuck in traffic tried to push away demonstrators.",Climate Change,0.9812159538269043
203,"Around 80 people, including alg members, demonstrated in berlin to call for more climate protection. demonstrators called on the government to implement concrete solutions to tackle climate change. 5 people blocked several highway exits in western berlin. around 75 people were arrested.",Climate Change,0.9808096289634705
204,"People, including adfc and bund members, demonstrated in berlin - treptow-kopenick (berlin), gathering at treptower park, to call for fewer cars and more climate-friendly mobility. demonstrators were against the further construction of a highway (a100). this demonstration was part of a national movement called 'mobility without cars'.",Climate Change,0.959498941898346
205,A small group of climate activists demonstrated in berlin - friedrichshain-kreuzberg in front of the willy brandt house (spd headquarters) to question the chancellor's actions concerning climate protection and ask for more. the event was organized by sand im getriebe environmental activists.,Climate Change,0.9890567660331726
206,"Between 15,000 people (according to the police) and 30,000 people (according to organizers) from brandenburg, frankfurt (oder), furstenwalde, erkner, and treptow, demonstrated in berlin at the call of adfc for better conditions for cycling. demonstrators called for implementing a traffic turnaround and improving the bicycle network citywide.",International,0.96458500623703
207,Around 100 people demonstrated in berlin - neukolln to express solidarity with palestine on the occasion of 'al-naksa' day. demonstrators commemorated the 6-day war in 1967 and the subsequent occupation of large parts of historic palestine by israeli troops.,Solidarity,0.9939937591552734
208,"Nearly 60 residents of leverkusen demonstrated in berlin - mitte (berlin), in front of the federal ministry of transport, against the planned above-ground expansion of the a1 and a3 highways in leverkusen.",Conflict,0.9702900648117065
209,"A few hundred people, including cyclists, demonstrated in berlin - mitte against compulsory coronavirus vaccination.",Coronavirus,0.9822628498077393
210,"Around 150 people, mostly sex workers, demonstrated in berlin - charlottenburg-wilmersdorf to demand that sex workers be heard on the laws that affect them. demonstrators gathered on the occasion of the international sex workers' day.",International,0.9290176033973694
211,"People demonstrated in berlin - pankow (berlin), at mauerpark, against coronavirus-related measures and coronavirus vaccines. some demonstrators trivialized the holocaust.",Conflict,0.8091325163841248
212,"Between 200 and 250 people, including members of 'women's alliance', demonstrated in berlin - pankow to denounce the death of a woman allegedly killed by her ex-husband. demonstrators called for more protection for women from violence as the victim was denied protection. the feminicide happened on 29 april 2022.",Women Rights,0.803903341293335
