event_date;year;month;day;mood;district;source;category;label;title;description;crowd_size_class;crowd_size
2022-12-11 00:00:00;2022;December;11;Peaceful;Mitte;"Berliner Zeitung; Mitteldeutschen Zeitung";Economy;Labor Rights ;Berlin Burns / Understuffed Ambulance delays Firefighting Operations;More than 30 firefighters, at the call of 'berlin burns', demonstrated in front of the red city hall in berlin - mitte for better working conditions. they denounced the lack of staff and overload of the berlin ambulance service, which can cause delays during firefighting operations. symbolically, they lit a fire inside a barrel.;1;0-50
2022-12-10 00:00:00;2022;December;10;Peaceful;Mitte;"Berliner Zeitung; Westfalen Post";Human Rights;International;Iran / Frau, Leben, Freiheit/ International Human Rights Day / China / Belarus;Around 900 people demonstrated in berlin - mitte, from the berlin cathedral to the brandenburg gate through potsdamer platz, to condemn human rights violations in various other states (iran, belarus, and china). demonstrators showed solidarity with the protest movement in iran, following the death of mahsa amini, denounced the suffering of political prisoners in belarus, and excessive coronavirus-related measures causing repression in china. they had gathered on the occasion of international human rights day.;5;500-1000
2022-12-09 00:00:00;2022;December;9;Protest with intervention;Charlottenburg-Wilmersdorf;Der Tagesspiegel;Environment;Climate Change;Last Generation / Transport;Around 10 members of alg blocked the konstanzer strasse highway exit (a100) in berlin - charlottenburg-wilmersdorf to call for climate protection. police officers detached the protesters from the road and carried them away.;1;0-50
2022-12-08 00:00:00;2022;December;8;Peaceful;Mitte;Der Tagesspiegel;Environment;Climate Change;Last Generation;5 members of alg demonstrated at berlin central station at europaplatz in berlin - mitte to call for climate protection.;1;0-50
2022-12-07 00:00:00;2022;December;7;Peaceful;Mitte;"Berliner Morgenpost; Der Tagesspiegel";Environment;Climate Change;Last Generation;6 members of alg blocked two intersections in berlin - mitte, at the corner of unter den linden/friedrichstrasse and alte potsdamer to call for climate protection.;1;0-50
2022-12-05 00:00:00;2022;December;5;Peaceful;Mitte;Berliner Zeitung;Environment;Animal Rights;Extinction Rebellion;Members of extinction rebellion demonstrated in front of the german federal ministry for the environment, nature conservation, nuclear safety and consumer protection at alexanderplatz in berlin - mitte to call for more protection for biodiversity at the start of the un biodiversity conference on 7 december 2022.;3;100-250
2022-12-05 00:00:00;2022;December;5;Peaceful;Friedrichshain-Kreuzberg;Oe24.At;Environment;Climate Change;Last Generation / Transport;4 people, members of alg, demonstrated and blocked traffic at wilhelmstrasse, corner hallesches ufer, and stresemannstrasse, in berlin - friedrichshain-kreuzberg to call for climate protection. they demanded a 100km/h speed limit and a 9-euro public transportation ticket for all.;1;0-50
2022-12-05 00:00:00;2022;December;5;Peaceful;Mitte;Oe24.At;Environment;Climate Change;Last Generation / Transport;11 people, members of alg, demonstrated and blocked traffic in front of the main train station in invalidenstrasse, and also at potsdamer strasse, corner varian-fry-strasse, in berlin - mitte to call for climate protection. they demanded a 100km/h speed limit and a 9-euro public transportation ticket for all.;1;0-50
2022-12-03 00:00:00;2022;December;3;Peaceful;Mitte;Berliner Morgenpost;Human Rights;International;terror in afghanistan /genocide on hazara;People, including the afghan community and afghan refugees, demonstrated in berlin - mitte, from willy-brandt-strasse at the federal chancellery via wilhelmstrasse, unter den linden to schlossplatz, against what they described as terror in afghanistan and genocide against the hazara minority.;3;100-250
2022-12-03 00:00:00;2022;December;3;Peaceful;Mitte;Berliner Morgenpost;Human Rights;International;Iran / Frau, Leben, Freiheit;People demonstrated in berlin - mitte at the victory column, from the corner of ebertstrasse and strasse des 17. juni., against the suppression of the civil protests in iran following the death of a 22-year-old kurdish-iranian woman in police custody on 16 september 2022. the event was called 'run for freedom, women, life, freedom'.;3;100-250
2022-11-29 00:00:00;2022;November;29;Peaceful;Mitte;Berliner Morgenpost;War / Peace;International;Solidarity with Ukraine;Around 100 people, at the call of vitsche (an organization of ukrainians in berlin), demonstrated in front of the russian house of science and culture in friedrichstrasse in berlin - mitte against an ongoing christmas symbolic event that they believe is russian propaganda. demonstrators were against the war in ukraine and the russian government.;3;100-250
2022-11-26 00:00:00;2022;November;26;Peaceful;Mitte;Berliner Morgenpost;Local;Education;Lack of school space;Several hundred people, including teachers, parents, and students, demonstrated from moritzplatz to the senate education department near alexanderplatz in berlin - mitte for a better school system. they denounced the lack of school space and canceled classes.;4;250-500
2022-11-26 00:00:00;2022;November;26;Protest with intervention;Friedrichshain-Kreuzberg;"Berliner Morgenpost; Der Tagesspiegel";Human Rights;International;PKK/ decriminalisation;More than 1,400 people demonstrated from berlin - neukolln to oranienplatz in berlin - friedrichshain-kreuzberg against the ban on the kurdistan workers' party (pkk) and in the wake of turkey's aerial campaign against kurdish militant bases in northern syria. demonstrators called for the pkk to be removed from the 'terrorist' list. 7 people were arrested for insulting police officers and carrying pkk symbols.;6;1,000-2,500
2022-11-26 00:00:00;2022;November;26;Peaceful;Lichtenberg;"Berliner Morgenpost; Der Tagesspiegel";Human Rights;Against Racism;tribute to a 27 year old who was stabbed to death by neo nazis;Around 600 people, mostly members of antifa, demonstrated from berlin - friedrichshain-kreuzberg to the lichtenberg train station in berlin - lichtenberg against nazis, racism, anti-semitism, and far-right conspiracy ideologies. they paid tribute to a 27-year-old who was stabbed to death by neo-nazis on 21 november 1992. pyrotechnics were lit up. participants yelled several anti-police slogans.;5;500-1000
2022-11-25 00:00:00;2022;November;25;Peaceful;Mitte;Der Tagesspiegel;Economy;Education;GEW / Educational Sector / Binding the Class Size;At the call of gew, up to 2,500 striking teachers, as well as other school employees, gathered at the brandenburg gate in berlin - mitte to protest against their working conditions in berlin and demand smaller classes.;7;2,500-5,000
2022-11-22 00:00:00;2022;November;22;Peaceful;Mitte;Der Tagesspiegel;Environment;Climate Change;Climate Start;People, at the call of citizens' initiative 'climate start' and other civil society organizations, demonstrated in berlin - mitte outside the red city hall to call for the possible referendum for more climate protection to be organized in parallel with the berlin election on february 12.;3;100-250
2022-11-19 00:00:00;2022;November;19;Peaceful;Berlin;Der Tagesspiegel;Human Rights;International;Iran / Frau, Leben, Freiheit;Around 2,000 people, including members of the iranian and afghan diasporas, demonstrated in berlin against the iranian government and for women's rights in iran and afghanistan.;6;1,000-2,500
2022-11-14 00:00:00;2022;November;14;Peaceful;Charlottenburg-Wilmersdorf;Der Tagesspiegel;Environment;Climate Change;Last Generation / Transport;8 members of alg demonstrated and blocked traffic in the messedamm/neue kantstrase area, around a highway (a111), in berlin - charlottenburg-wilmersdorf to call for climate protection.;1;0-50
2022-11-14 00:00:00;2022;November;14;Peaceful;Tempelhof-Schoneberg;Der Tagesspiegel;Environment;Climate Change;Last Generation / Transport;6 members of alg blocked traffic and demonstrated at the a100 junction tempelhofer damm and sachsendamm in berlin - tempelhof-schoneberg to call for climate protection.;1;0-50
2022-11-12 00:00:00;2022;November;12;Violent;Friedrichshain-Kreuzberg;"Berliner Zeitung; Der Tagesspiegel";Economy;Finance;Wo has who gives/redistribute;At the call of fff, attac, 'who has, who gives', and the tenants' association, between 3,000 and 7,000 people demonstrated from berlin - mitte (from alexanderplatz) to berlin - friedrichshain-kreuzberg (via rotes rathaus and friedrichstrasse) against inflation, energy prices and rising rents, as well as to denounce far-right ideologies and conspiracy theories. they gathered under the motto 'redistribute' to call for social justice. demonstrators advocated a price cap for electricity, heating costs and rents, as well as higher wages. on wilhelmstrasse, demonstrators threw paint bags against the walls of the spd federal headquarters. pyrotechnics were briefly ignited, slightly injuring a police officer.;8;5,000-10,000
2022-11-12 00:00:00;2022;November;12;Peaceful;Mitte;Berliner Zeitung;Human Rights;International;Chinese goverment;Chinese students demonstrated in berlin - mitte against the chinese government.;3;100-250
2022-11-12 00:00:00;2022;November;12;Peaceful;Mitte;Berliner Zeitung;Human Rights;International;Iran / Frau, Leben, Freiheit;Around 350 people (according to the police), including members of the iranian community, demonstrated in berlin - mitte at the brandenburg gate to express solidarity with the protests in iran and call on the german government to do more diplomatically. the protests were triggered by the death of a 22-year-old kurdish-iranian woman in police custody in iran on 16 september 2022.;4;250-500
2022-11-11 00:00:00;2022;November;11;Peaceful;Friedrichshain-Kreuzberg;Markische Allgemeine;Environment;Climate Change;Last Generation;Members of alg demonstrated and blocked traffic in berlin - friedrichshain-kreuzberg (frankfurter tor) to call for climate protection.;3;100-250
