event_date;year;month;day;weekday;mood;district;source;category;class;title;predicted label;score;score;grund truth;description;notes;crowd_size_class;crowd_size;with_vehicles
2022-12-18 00:00:00;2022;12;18;Sun;Violent demonstration;Berlin - Steglitz-Zehlendorf;"Berliner Zeitung; Der Tagesspiegel";Local;Transport;Transport / commemorate  death of traffic accident / 15 year old;Traffic;;;;around 90 people, including ADFC, Representative of the interests of pedestrians in Germany (FUSS), and Changing Cities, demonstrated in Berlin - Steglitz-Zehlendorf (Lankwitz) at a bus stop in Leonorenstrasse to denounce the death of a 15-year-old girl who died in a serious traffic accident on 10 December 2022. They denounced that the traffic was too dangerous in the area and called for a 30km/h speed limit. A passerby shouted at the participants and was pushed by demonstrators and fell to the ground. An emergency doctor provided the man with medical care.;On 18 December 2022, around 90 people, including ADFC, Representative of the interests of pedestrians in Germany (FUSS), and Changing Cities, demonstrated in Berlin - Steglitz-Zehlendorf (Lankwitz) at a bus stop in Leonorenstrasse to denounce the death of a 15-year-old girl who died in a serious traffic accident on 10 December 2022. They denounced that the traffic was too dangerous in the area and called for a 30km/h speed limit. A passerby shouted at the participants and was pushed by demonstrators and fell to the ground. An emergency doctor provided the man with medical care.;2;90;
2022-12-17 00:00:00;2022;12;17;Sat;Peaceful protest;Berlin - Mitte;Rote Fahne;Economy;International;Finance / Korea / IGM / MLPD;Solidarity;;;;members of MLPD, REBELL, SI, IGM and the South Korean community demonstrated in front of the South Korean embassy in Berlin - Mitte to support South Koreans demanding freedom on the same day that trade unions in South Korea called for nationwide protests against the country's government. They were also against imperialism.;On 17 December 2022, members of MLPD, REBELL, SI, IGM and the South Korean community demonstrated in front of the South Korean embassy in Berlin - Mitte to support South Koreans demanding freedom on the same day that trade unions in South Korea called for nationwide protests against the country's government. They were also against imperialism.;3;200;
2022-12-17 00:00:00;2022;12;17;Sat;Peaceful protest;Berlin - Mitte;"Berliner Zeitung; Der Tagesspiegel";Human Rights;International;Iran / Frau, Leben, Freiheit;Solidarity;;;;around 300 people, at the call of Echo.Iran, demonstrated in Berlin - Mitte from Pariser Platz via Friedrichstrasse to the Brandenburg Gate against ongoing executions in Iran. Demonstrators wanted to show solidarity with the Iranian protesters following the death of a 22-year-old Kurdish-Iranian woman in police custody on 16 September 2022.;On 17 December 2022, around 300 people, at the call of Echo.Iran, demonstrated in Berlin - Mitte from Pariser Platz via Friedrichstrasse to the Brandenburg Gate against ongoing executions in Iran. Demonstrators wanted to show solidarity with the Iranian protesters following the death of a 22-year-old Kurdish-Iranian woman in police custody on 16 September 2022.;4;300;
2022-12-17 00:00:00;2022;12;17;Sat;Protest with intervention;Berlin - Mitte;Dresdner Neueste Nachrichten;Environment;Anthropocene;Last Generation;Climate;;;;during the afternoon, around 30 members of ALG demonstrated and blocked traffic at Potsdamer Platz in Berlin - Mitte to call for climate protection and denounce the detention of members of ALG in Bavaria. Police forces tried to remove the 5 blockers from the roadway.;On 17 December 2022, during the afternoon, around 30 members of ALG demonstrated and blocked traffic at Potsdamer Platz in Berlin - Mitte to call for climate protection and denounce the detention of members of ALG in Bavaria. Police forces tried to remove the 5 blockers from the roadway.;1;30;
2022-12-16 00:00:00;2022;12;16;Fri;Peaceful protest;Berlin - Mitte;Der Tagesspiegel;Economy;Labor Rights ;Ver.di / higher wages amid Inflation;Solidarity;;;;around 100 people, mostly employees of Ikea and Thalia, at the call of Ver.di, demonstrated in Berlin - Mitte (Wedding) at Leopoldplatz to show solidarity with the employees of the threatened Karstadt department stores. Demonstrators called for a collective agreement that ensures participation in the group's digitization strategy at Ikea, and, at Thalia, for the introduction of collective bargaining.;On 16 December 2022, around 100 people, mostly employees of Ikea and Thalia, at the call of Ver.di, demonstrated in Berlin - Mitte (Wedding) at Leopoldplatz to show solidarity with the employees of the threatened Karstadt department stores. Demonstrators called for a collective agreement that ensures participation in the group's digitization strategy at Ikea, and, at Thalia, for the introduction of collective bargaining.;3;100;
2022-12-16 00:00:00;2022;12;16;Fri;Peaceful protest;Berlin - Charlottenburg-Wilmersdorf;Dresdner Neueste Nachrichten;Environment;Anthropocene;Last Generation;Climate;;;;members of ALG demonstrated and blocked traffic at the intersection of Spandauer Damm/Konigin-Elisabeth-Strasse in Berlin - Charlottenburg-Wilmersdorf to call for climate protection.;On 16 December 2022, members of ALG demonstrated and blocked traffic at the intersection of Spandauer Damm/Konigin-Elisabeth-Strasse in Berlin - Charlottenburg-Wilmersdorf to call for climate protection.;3;200;
2022-12-15 00:00:00;2022;12;15;Thu;Protest with intervention;Berlin - Mitte;Rhein-Zeitung;Environment;Anthropocene;Last Generation;Unlabelled;;;;9 members of ALG blocked traffic around the Reichstag building (at Paul Loebe House and Marie Elisabeth Luders House) in Berlin - Mitte to bring the issue of climate protection to the attention of the members of parliament. Police officers detached the peaceful demonstrators from the street and took them away.;On 15 December 2022, 9 members of ALG blocked traffic around the Reichstag building (at Paul Loebe House and Marie Elisabeth Luders House) in Berlin - Mitte to bring the issue of climate protection to the attention of the members of parliament. Police officers detached the peaceful demonstrators from the street and took them away.;1;9;
2022-12-14 00:00:00;2022;12;14;Wed;Peaceful protest;Berlin;Sachsische Zeitung;Economy;Labor Rights ;IGM / jobcuts;Conflict;;;;employees of the rail vehicle manufacturer Alstom (from Bautzen and Gorlitz), at the call of IGM, including an elected official (The Left), protested in Berlin against the management's plan to cut jobs.;On 14 December 2022, employees of the rail vehicle manufacturer Alstom (from Bautzen and Gorlitz), at the call of IGM, including an elected official (The Left), protested in Berlin against the management's plan to cut jobs.;3;200;
2022-12-14 00:00:00;2022;12;14;Wed;Peaceful protest;Berlin;Berliner Morgenpost;Environment;Anthropocene;Last Generation / Transport;Climate;;;;around 20 members of ALG blocked traffic and demonstrated in Berlin to call for climate protection, a 100km/h speed limit on highways, and a 9-euro public transport ticket for all.;On 14 December 2022, around 20 members of ALG blocked traffic and demonstrated in Berlin to call for climate protection, a 100km/h speed limit on highways, and a 9-euro public transport ticket for all.;1;20;
2022-12-13 00:00:00;2022;12;13;Tue;Peaceful protest;Berlin - Friedrichshain-Kreuzberg;Oe24.At;Environment;Anthropocene;Last Generation;Solidarity;;;;around 150 people, including leftists, demonstrated at Kottbusser Tor in Berlin - Friedrichshain-Kreuzberg to show solidarity with members of ALG after police searches were conducted against some of their members throughout the country. Demonstrators were against police violence and called for justice.;On 13 December 2022, around 150 people, including leftists, demonstrated at Kottbusser Tor in Berlin - Friedrichshain-Kreuzberg to show solidarity with members of ALG after police searches were conducted against some of their members throughout the country. Demonstrators were against police violence and called for justice.;3;150;
2022-12-12 00:00:00;2022;12;12;Mon;Peaceful protest;Berlin - Mitte;Mitteldeutschen Zeitung;Environment;Against Environment ;The first Generation / against Last Generation  / ;Conflict;;;;16 people gathered for a counter-demonstration from the corner of Bremerstrasse and Birkenstrasse in Berlin - Mitte (Moabit) against the ALG movement. On placards, they called themselves 'The First Generation' and the 'Last De-Generation'.;On 12 December 2022, 16 people gathered for a counter-demonstration from the corner of Bremerstrasse and Birkenstrasse in Berlin - Mitte (Moabit) against the ALG movement. On placards, they called themselves 'The First Generation' and the 'Last De-Generation'.;1;16;
2022-12-12 00:00:00;2022;12;12;Mon;Peaceful protest;Berlin;Mitteldeutschen Zeitung;Environment;Anthropocene;Last Generation / Transport;Climate;;;;during the morning, members of ALG demonstrated and blocked highway access roads (A115) in Berlin to call for climate protection and a 9-euro public transportation ticket for all. They demanded the end of fossil fuel energies and the implementation of a 100km/h speed limit on highways.;On 12 December 2022, during the morning, members of ALG demonstrated and blocked highway access roads (A115) in Berlin to call for climate protection and a 9-euro public transportation ticket for all. They demanded the end of fossil fuel energies and the implementation of a 100km/h speed limit on highways.;3;200;
2022-12-12 00:00:00;2022;12;12;Mon;Protest with intervention;Berlin - Tempelhof-Schoneberg;Mitteldeutschen Zeitung;Environment;Anthropocene;Last Generation / Transport;Climate;;;;during the afternoon, around 44 members of ALG demonstrated, while 3 of them blocked traffic, at Innsbrucker Platz in Berlin - Tempelhof-Schoneberg to call for climate protection, a 9-euro public transport ticket, and a 100km/h speed limit on highways. They also demanded the end of fossil fuel energies. 2 people were arrested.;On 12 December 2022, during the afternoon, around 44 members of ALG demonstrated, while 3 of them blocked traffic, at Innsbrucker Platz in Berlin - Tempelhof-Schoneberg to call for climate protection, a 9-euro public transport ticket, and a 100km/h speed limit on highways. They also demanded the end of fossil fuel energies. 2 people were arrested.;1;44;
2022-12-11 00:00:00;2022;12;11;Sun;Peaceful protest;Berlin - Mitte;"Berliner Zeitung; Mitteldeutschen Zeitung";Economy;Labor Rights ;Berlin Burns / Understuffed Ambulance delays Firefighting Operations;Conflict;;;;more than 30 firefighters, at the call of 'Berlin Burns', demonstrated in front of the Red City Hall in Berlin - Mitte for better working conditions. They denounced the lack of staff and overload of the Berlin ambulance service, which can cause delays during firefighting operations. Symbolically, they lit a fire inside a barrel.;On 11 December 2022, more than 30 firefighters, at the call of 'Berlin Burns', demonstrated in front of the Red City Hall in Berlin - Mitte for better working conditions. They denounced the lack of staff and overload of the Berlin ambulance service, which can cause delays during firefighting operations. Symbolically, they lit a fire inside a barrel.;1;30;
2022-12-10 00:00:00;2022;12;10;Sat;Peaceful protest;Berlin - Mitte;"Berliner Zeitung; Westfalen Post";Human Rights;International;Iran / Frau, Leben, Freiheit/ International Human Rights  Day / China / Belarus;International;;;;around 900 people demonstrated in Berlin - Mitte, from the Berlin Cathedral to the Brandenburg Gate through Potsdamer Platz, to condemn human rights violations in various other states (Iran, Belarus, and China). Demonstrators showed solidarity with the protest movement in Iran, following the death of Mahsa Amini, denounced the suffering of political prisoners in Belarus, and excessive coronavirus-related measures causing repression in China. They had gathered on the occasion of International Human Rights Day.;On 10 December 2022, around 900 people demonstrated in Berlin - Mitte, from the Berlin Cathedral to the Brandenburg Gate through Potsdamer Platz, to condemn human rights violations in various other states (Iran, Belarus, and China). Demonstrators showed solidarity with the protest movement in Iran, following the death of Mahsa Amini, denounced the suffering of political prisoners in Belarus, and excessive coronavirus-related measures causing repression in China. They had gathered on the occasion of International Human Rights Day.;5;900;
